fixation_count,fixation_duration_mean,fixation_duration_max,fixation_duration_std,saccade_count,saccade_amplitude_mean,saccade_amplitude_max,gaze_target_entropy,n_unique_targets,clue_dwell,puzzle_dwell,env_dwell,puzzle_object_ratio,gaze_head_coupling,revisit_rate,gaze_dispersion,eye_confidence_mean,blink_proxy,n_gaze_samples,participant_id,window_start
1,4.9893,4.9893,0.0,0,0.2854,3.6407,-0.0,1,0.0,0.0,1.0,0.0,0.1333,0.0,0.0307,1.0,0.0,316,9,1955.0
3,1.6381,4.41,1.9617,2,0.4628,6.3749,0.6262,4,0.0,0.0,1.0,0.0,0.4175,0.0,0.1423,1.0,0.0,320,9,1960.0
10,0.3173,0.5133,0.1131,9,1.3091,12.7075,2.823,14,0.1416,0.0177,0.8289,0.1593,0.0631,0.5,0.6331,1.0,0.0,339,9,1965.0
9,0.5222,2.1986,0.6386,8,0.4492,5.3393,1.1017,4,0.0,0.0,1.0,0.0,0.1948,0.6667,0.2169,1.0,0.0,353,9,1970.0
8,0.5644,1.1952,0.344,7,0.5002,6.8761,1.6138,9,0.0057,0.0,0.9943,0.0057,0.4584,0.625,0.1839,1.0,0.0,353,9,1975.0
14,0.2966,0.627,0.1716,13,0.4853,12.9881,1.7909,8,0.003,0.0,0.997,0.003,0.1984,0.7143,0.1062,1.0,0.0,333,9,1980.0
6,0.792,3.1454,1.0576,5,0.325,3.2118,1.1185,3,0.0,0.0,1.0,0.0,0.2119,0.5,0.0761,1.0,0.0,347,9,1985.0
3,1.648,3.0757,1.0096,2,0.3881,5.9475,0.7042,2,0.0,0.0,1.0,0.0,0.0428,0.3333,0.0711,1.0,0.0,345,9,1990.0
12,0.3638,0.9828,0.2864,11,0.7402,14.9468,1.6144,6,0.0,0.0,0.9544,0.0,0.3798,0.6667,0.2134,1.0,0.0,351,9,1995.0
6,0.7804,2.2212,0.6773,5,0.6071,14.0708,0.723,3,0.0,0.0,1.0,0.0,0.0438,0.6667,0.0913,1.0,0.0,354,9,2000.0
6,0.8144,2.9626,0.9897,5,0.3542,5.9284,1.2887,3,0.0,0.0,1.0,0.0,0.2116,0.5,0.0779,1.0,0.0,346,9,2005.0
10,0.3957,1.5676,0.4019,9,1.1407,15.0774,1.9609,7,0.0,0.0,0.8234,0.0,0.24,0.6,0.4875,1.0,0.0,351,9,2010.0
12,0.2475,0.8586,0.2037,11,1.8824,15.9724,3.0712,20,0.0,0.1417,0.7778,0.1417,0.4439,0.4167,0.5951,1.0,0.0,360,9,2015.0
17,0.2256,0.407,0.0877,16,0.9016,15.2749,3.331,18,0.026,0.4971,0.4769,0.5231,0.1731,0.4706,0.3264,1.0,0.0,346,9,2020.0
14,0.2467,0.5729,0.12,13,0.9921,12.8028,2.6668,14,0.2681,0.0158,0.7066,0.2839,0.2397,0.6429,0.2474,1.0,0.0,317,9,2025.0
1,4.9734,4.9734,0.0,0,0.5971,9.2291,-0.0,1,1.0,0.0,0.0,1.0,0.1708,0.0,0.1133,1.0,0.0,321,9,2030.0
2,2.4793,3.8742,1.3949,1,0.5544,8.8219,0.0304,2,0.9969,0.0,0.0031,0.9969,0.1677,0.5,0.0865,1.0,0.0,321,9,2035.0
4,1.1958,3.1524,1.2276,3,0.5538,10.3366,0.1366,3,0.9836,0.0,0.0164,0.9836,0.0564,0.75,0.0948,1.0,0.0,305,9,2040.0
4,1.196,2.6112,0.8929,3,0.7485,13.7385,0.889,3,0.1765,0.0,0.8235,0.1765,0.1089,0.5,0.1822,1.0,0.0,272,9,2045.0
2,2.4885,2.8857,0.3972,1,0.6682,14.0975,0.9796,2,0.4161,0.0,0.5839,0.4161,0.1293,0.0,0.2365,1.0,0.0,322,9,2050.0
1,4.978,4.978,0.0,0,0.5823,9.6391,-0.0,1,1.0,0.0,0.0,1.0,0.1353,0.0,0.0916,1.0,0.0,317,9,2055.0
3,1.6468,2.7732,0.9517,2,0.882,14.8995,0.4348,2,0.9105,0.0,0.0895,0.9105,0.3013,0.3333,0.1627,1.0,0.0,324,9,2060.0
1,4.9795,4.9795,0.0,0,0.5836,8.9762,-0.0,1,1.0,0.0,0.0,1.0,0.0599,0.0,0.0855,1.0,0.0,318,9,2065.0
1,4.9764,4.9764,0.0,0,0.4795,8.3283,-0.0,1,1.0,0.0,0.0,1.0,0.0076,0.0,0.0882,1.0,0.0,316,9,2070.0
5,0.9704,3.2181,1.144,4,0.8818,12.4425,1.0278,3,0.6497,0.0,0.3503,0.6497,0.0749,0.6,0.265,1.0,0.0,314,9,2075.0
11,0.302,0.6736,0.186,10,1.2116,11.6334,2.8078,15,0.0,0.088,0.8035,0.088,0.3209,0.5455,0.4687,1.0,0.0,341,9,2080.0
5,0.9291,1.8104,0.7068,4,0.8152,13.4221,1.1117,3,0.567,0.0,0.433,0.567,0.1869,0.6,0.2139,1.0,0.0,321,9,2085.0
4,1.2288,2.2822,0.9057,3,0.8237,10.9119,0.2346,2,0.0,0.0,1.0,0.0,0.0579,0.5,0.1643,1.0,0.0,313,9,2090.0
9,0.3896,0.8944,0.2566,8,1.2317,12.0909,2.4996,11,0.1982,0.1189,0.6524,0.3171,0.0837,0.5556,0.5089,1.0,0.0,328,9,2095.0
13,0.2412,0.5479,0.1141,12,0.8076,13.1922,3.5697,16,0.0587,0.437,0.4956,0.4956,0.2294,0.3077,0.2579,1.0,0.0,341,9,2100.0
2,2.3662,4.5102,2.1439,1,0.657,12.5095,0.238,3,0.0,0.0,1.0,0.0,0.0533,0.5,0.0922,1.0,0.0,308,9,2105.0
13,0.3234,0.7319,0.1894,12,0.9252,13.0781,1.0725,3,0.0,0.0425,0.9575,0.0425,0.1885,0.8462,0.117,1.0,0.0,306,9,2110.0
8,0.568,2.0158,0.5972,7,1.2112,10.805,0.8646,3,0.0,0.0285,0.9715,0.0285,0.1388,0.75,0.1824,1.0,0.0,246,9,2115.0
4,1.1816,1.536,0.3022,3,0.9594,12.2756,0.7971,2,0.7588,0.0,0.2412,0.7588,0.3996,0.5,0.1709,1.0,0.0,228,9,2120.0
10,0.4622,2.0906,0.559,9,0.5903,9.2471,2.0569,6,0.4194,0.0,0.5806,0.4194,0.0247,0.4,0.1748,1.0,0.0,360,9,2125.0
9,0.4446,1.1827,0.3249,8,0.8804,14.4389,2.1122,12,0.0615,0.014,0.9106,0.0754,0.3277,0.5556,0.4934,1.0,0.0,358,9,2130.0
10,0.3503,1.2469,0.31,9,0.7227,11.9835,3.092,13,0.1377,0.0,0.843,0.1377,0.2456,0.3,0.4353,1.0,0.0,363,9,2135.0
10,0.3588,0.9443,0.2703,9,1.3358,12.4177,3.2555,21,0.2635,0.0397,0.6657,0.3031,0.0781,0.4,0.793,1.0,0.0,353,9,2140.0
2,2.4919,4.8158,2.3238,1,0.5255,11.998,0.2373,2,0.9611,0.0,0.0389,0.9611,0.002,0.0,0.0758,1.0,0.0,334,9,2145.0
1,4.9814,4.9814,0.0,0,0.4026,8.8507,-0.0,1,1.0,0.0,0.0,1.0,0.0147,0.0,0.0434,1.0,0.0,327,9,2150.0
1,4.983,4.983,0.0,0,0.4275,6.1653,-0.0,1,1.0,0.0,0.0,1.0,0.117,0.0,0.0344,1.0,0.0,331,9,2155.0
1,4.9764,4.9764,0.0,0,0.4476,10.3054,-0.0,1,1.0,0.0,0.0,1.0,0.1994,0.0,0.0429,1.0,0.0,327,9,2160.0
1,4.9792,4.9792,0.0,0,0.5123,7.1294,-0.0,1,1.0,0.0,0.0,1.0,0.0995,0.0,0.0628,1.0,0.0,332,9,2165.0
3,1.5675,4.0922,1.7855,2,0.5911,12.5437,0.9099,4,0.8207,0.0122,0.1672,0.8328,0.3918,0.0,0.1476,1.0,0.0,329,9,2170.0
11,0.3815,0.7108,0.2161,10,1.0069,13.4567,2.3163,8,0.0,0.4941,0.5059,0.4941,0.2011,0.5455,0.3499,1.0,0.0,340,9,2175.0
7,0.6443,1.3755,0.4543,6,0.9001,13.3238,1.9983,7,0.1848,0.003,0.8121,0.1879,0.2425,0.2857,0.4962,1.0,0.0,330,9,2180.0
11,0.361,1.1722,0.3011,10,2.5033,15.4971,2.5489,9,0.0,0.0721,0.9279,0.0721,0.1581,0.4545,0.5269,1.0,0.0,208,9,2185.0
6,0.8206,2.979,0.998,5,0.4496,6.4528,0.9983,3,0.0,0.0,1.0,0.0,0.4321,0.5,0.1645,1.0,0.0,357,9,2190.0
1,4.9829,4.9829,0.0,0,0.3156,4.1899,-0.0,1,0.0,0.0,1.0,0.0,0.1211,0.0,0.0335,1.0,0.0,360,9,2195.0
9,0.4768,2.9179,0.866,8,0.9942,16.5158,1.6985,10,0.0443,0.0,0.9494,0.0443,0.4213,0.4444,0.3242,1.0,0.0,316,9,2200.0
7,0.6927,1.7571,0.559,6,1.1907,13.2638,1.7232,4,0.0,0.0,1.0,0.0,0.0937,0.4286,0.5537,1.0,0.0,324,9,2205.0
11,0.3458,0.6962,0.1803,10,1.3072,15.9148,2.5978,11,0.0,0.2887,0.7113,0.2887,0.3441,0.5455,0.2675,1.0,0.0,194,9,2210.0
8,0.5731,1.9043,0.5511,7,0.7291,10.1711,1.8376,8,0.0,0.0914,0.9086,0.0914,0.2202,0.5,0.4427,1.0,0.0,361,9,2215.0
8,0.5668,2.3843,0.7001,7,1.283,16.6578,1.0069,4,0.0,0.0,1.0,0.0,0.1969,0.625,0.2925,1.0,0.0,301,9,2220.0
7,0.5079,1.576,0.5248,6,0.9777,12.2024,2.2118,12,0.0,0.0859,0.8344,0.0859,0.0853,0.5714,0.411,1.0,0.0,326,9,2225.0
8,0.5178,1.3179,0.3419,7,0.705,10.8013,1.991,6,0.0,0.3202,0.6798,0.3202,0.2607,0.5,0.1383,1.0,0.0,331,9,2230.0
8,0.5808,2.1616,0.6361,7,0.7674,12.2409,1.6592,6,0.0,0.1297,0.8703,0.1297,0.2731,0.5,0.3766,1.0,0.0,347,9,2235.0
10,0.414,2.1474,0.584,9,1.1072,11.365,2.4618,13,0.0093,0.1796,0.8111,0.1889,0.1633,0.3,0.3684,1.0,0.0,323,9,2240.0
13,0.2588,0.8681,0.1996,12,1.0317,14.0075,2.6701,19,0.0464,0.1594,0.7362,0.2058,0.0481,0.5385,0.2849,1.0,0.0,345,9,2245.0
13,0.3068,0.7522,0.1957,12,1.268,13.3058,2.6244,14,0.0059,0.0059,0.9881,0.0119,0.0376,0.6154,0.5292,1.0,0.0,337,9,2250.0
14,0.2754,0.5649,0.1547,13,1.216,15.2655,2.8715,15,0.0,0.0083,0.9806,0.0083,0.1925,0.5,0.5644,1.0,0.0,360,9,2255.0
11,0.3775,0.6891,0.1778,10,0.7265,12.6748,2.2973,9,0.0,0.0334,0.9483,0.0334,0.1394,0.5455,1.3655,1.0,0.0,329,9,2260.0
14,0.2977,0.6107,0.1378,13,0.8232,11.2088,2.4218,11,0.0976,0.0505,0.7946,0.1481,0.019,0.5,1.646,1.0,0.0,297,9,2265.0
12,0.3032,0.534,0.13,11,1.2609,42.7545,1.664,4,0.0321,0.0,0.9679,0.0321,0.7874,0.75,0.2725,1.0,0.0,312,9,2270.0
4,1.2043,3.0499,1.1012,3,0.6205,10.5625,0.8072,4,0.0,0.0,0.9941,0.0,0.2301,0.5,0.4264,1.0,0.0,338,9,2275.0
10,0.2878,0.4092,0.1105,9,1.0842,13.2063,2.175,6,0.1268,0.0259,0.8473,0.1527,0.1747,0.5,0.479,1.0,0.0,347,9,2280.0
5,0.1502,0.1928,0.0356,4,0.4327,6.1189,1.4195,5,0.125,0.0,0.875,0.125,0.4285,0.8,0.2002,1.0,0.0,360,9,2285.0
13,0.2804,0.5707,0.1383,12,0.8002,10.3813,1.7378,8,0.0165,0.0,0.8485,0.0165,0.1979,0.7692,0.248,1.0,0.0,363,9,2290.0
10,0.2907,0.6674,0.1866,9,0.9467,11.7828,1.7073,10,0.0437,0.0,0.8415,0.0437,0.3225,0.6,0.2776,1.0,0.0,366,9,2295.0
9,0.4448,1.5087,0.4088,8,0.9871,12.0223,0.993,4,0.0166,0.0,0.9834,0.0166,0.1538,0.7778,0.1834,1.0,0.0,362,9,2300.0
10,0.4378,1.9074,0.5215,9,0.9072,7.2364,1.8162,10,0.0,0.0,0.9806,0.0,0.3693,0.5,0.2044,1.0,0.0,361,9,2305.0
4,1.2038,3.0384,1.1788,3,0.4981,3.5343,1.1345,5,0.0,0.0084,0.9916,0.0084,0.466,0.25,0.2294,1.0,0.0,358,9,2310.0
7,0.6859,2.0146,0.6693,6,0.5754,6.7265,1.1355,5,0.0,0.0,1.0,0.0,0.7734,0.5714,0.2842,1.0,0.0,361,9,2315.0
2,2.4876,3.9518,1.4642,1,0.2397,1.1286,0.7619,2,0.0,0.0,1.0,0.0,0.0716,0.0,0.2073,1.0,0.0,344,9,2320.0
1,4.9894,4.9894,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,361,9,2325.0
1,4.9875,4.9875,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,360,9,2330.0
1,4.9885,4.9885,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,360,9,2335.0
1,4.9859,4.9859,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,356,9,2340.0
1,4.9852,4.9852,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,360,9,2345.0
1,4.9739,4.9739,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,359,9,2350.0
1,4.9995,4.9995,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,361,9,2355.0
1,4.9726,4.9726,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,359,9,2360.0
1,4.9875,4.9875,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,360,9,2365.0
1,4.9879,4.9879,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,356,9,2370.0
1,4.9866,4.9866,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,360,9,2375.0
1,4.9863,4.9863,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,360,9,2380.0
1,4.9866,4.9866,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,360,9,2385.0
1,4.9873,4.9873,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,360,9,2390.0
1,4.9852,4.9852,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,360,9,2395.0
1,4.987,4.987,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,356,9,2400.0
1,4.9872,4.9872,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,360,9,2405.0
1,4.9986,4.9986,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,361,9,2410.0
1,4.9716,4.9716,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,359,9,2415.0
1,4.9867,4.9867,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,360,9,2420.0
1,4.9997,4.9997,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,361,9,2425.0
1,4.9733,4.9733,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,355,9,2430.0
1,4.9856,4.9856,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,360,9,2435.0
1,4.999,4.999,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,361,9,2440.0
1,4.9718,4.9718,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,359,9,2445.0
1,4.9994,4.9994,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,361,9,2450.0
1,4.9715,4.9715,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,359,9,2455.0
1,4.9885,4.9885,0.0,0,0.0,0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,356,9,2460.0
3,1.5866,2.9316,0.9888,2,0.2852,38.5833,1.5498,5,0.0,0.0,1.0,0.0,0.9988,0.0,0.8885,1.0,0.0,361,9,2465.0
8,0.5505,1.3237,0.3533,7,0.5413,7.555,1.8341,5,0.0,0.0,1.0,0.0,0.3662,0.5,0.0681,1.0,0.0,363,9,2470.0
8,0.5138,1.8405,0.5474,7,0.7398,14.423,1.1276,7,0.0,0.0,0.9178,0.0,0.1809,0.625,0.0592,1.0,0.0,365,9,2475.0
8,0.5373,1.4187,0.4197,7,0.5766,8.2407,0.9464,6,0.0,0.0,0.9862,0.0,0.244,0.75,0.0464,1.0,0.0,363,9,2480.0
7,0.5819,2.029,0.5973,6,0.5814,17.3541,1.2513,8,0.0,0.0,0.9834,0.0,0.239,0.5714,0.1014,1.0,0.0,362,9,2485.0
13,0.2995,0.972,0.2355,12,0.7522,10.061,1.6838,10,0.0413,0.0083,0.9449,0.0496,0.3974,0.6923,0.109,1.0,0.0,363,9,2490.0
9,0.4824,1.5502,0.4125,8,0.5965,9.5834,1.0729,4,0.0,0.0,1.0,0.0,0.2558,0.5556,0.061,1.0,0.0,365,9,2495.0
9,0.3275,0.6269,0.1482,8,1.1766,13.2025,3.0836,16,0.0554,0.072,0.8504,0.1274,0.0399,0.4444,0.3261,1.0,0.0,361,9,2500.0
13,0.28,0.584,0.1369,12,1.1682,16.0573,2.0351,11,0.2,0.0,0.7833,0.2,0.1756,0.6923,0.2704,1.0,0.0,360,9,2505.0
9,0.3267,0.6121,0.1714,8,0.7084,17.5422,1.2753,6,0.0556,0.0,0.9361,0.0556,0.0736,0.6667,0.2884,1.0,0.0,360,9,2510.0
6,0.5922,1.2955,0.4564,5,0.4186,10.3769,0.9576,4,0.0362,0.0,0.9471,0.0362,0.0089,0.6667,0.055,1.0,0.0,359,9,2515.0
7,0.4468,1.3778,0.4088,6,0.5124,10.3397,1.413,6,0.0478,0.0,0.8427,0.0478,0.0556,0.5714,0.0634,1.0,0.0,356,9,2520.0
4,0.3532,0.6277,0.182,3,0.477,10.8076,1.3005,3,0.0994,0.0,0.9006,0.0994,0.047,0.75,0.0634,1.0,0.0,362,9,2525.0
2,0.2592,0.2778,0.0186,1,0.4749,11.3524,1.6606,4,0.1219,0.0,0.8781,0.1219,0.059,0.5,0.0615,1.0,0.0,361,9,2530.0
0,0.0,0.0,0.0,0,0.4047,10.3594,1.7669,4,0.1361,0.0,0.8639,0.1361,0.0967,0.0,0.0681,1.0,0.0,360,9,2535.0
5,0.216,0.279,0.0664,4,0.8758,16.6123,2.4721,13,0.0889,0.0,0.7778,0.0889,0.3174,0.4,0.1906,1.0,0.0,360,9,2540.0
6,0.7462,3.4368,1.2047,5,0.995,13.4709,1.1032,7,0.0028,0.0,0.9972,0.0028,0.0152,0.5,0.3195,1.0,0.0,360,9,2545.0
6,0.7909,2.0453,0.6467,5,0.7838,14.3165,1.3044,4,0.0,0.0029,0.9971,0.0029,0.1769,0.5,0.1997,1.0,0.0,349,9,2550.0
13,0.3588,0.85,0.2602,12,0.802,9.9202,1.5912,6,0.0,0.003,0.9792,0.003,0.0209,0.7692,0.1666,1.0,0.0,336,9,2555.0
5,0.9706,2.4408,0.821,4,0.9593,13.7123,0.7474,2,0.0,0.0,1.0,0.0,0.0092,0.6,0.2309,1.0,0.0,366,9,2560.0
7,0.6313,1.1201,0.3373,6,1.3554,10.6534,1.9754,6,0.0083,0.0,0.9917,0.0083,0.0121,0.4286,0.5519,1.0,0.0,363,9,2565.0
10,0.3983,1.977,0.5315,9,1.5254,15.2051,2.4083,10,0.0,0.0369,0.9564,0.0369,0.0071,0.5,0.4915,1.0,0.0,298,9,2570.0
7,0.6071,2.3262,0.7208,6,0.6185,11.6548,1.6627,5,0.0,0.1152,0.8848,0.1152,0.0214,0.2857,0.4289,1.0,0.0,330,9,2575.0
6,0.8011,2.1441,0.6861,5,0.6135,12.7218,0.7852,4,0.0,0.0,1.0,0.0,0.0164,0.5,0.2091,1.0,0.0,363,9,2580.0
7,0.6329,1.1843,0.2766,6,1.1866,13.2648,2.1352,9,0.0,0.0083,0.9394,0.0083,0.0397,0.4286,0.3962,1.0,0.0,363,9,2585.0
9,0.3433,0.6541,0.1896,8,1.4082,18.2052,2.751,16,0.0,0.0056,0.8167,0.0056,0.1049,0.5556,0.4346,1.0,0.0,360,9,2590.0
5,0.9657,2.8098,0.9374,4,0.8054,14.1166,1.5768,4,0.0,0.0,1.0,0.0,0.0263,0.2,0.2756,1.0,0.0,359,9,2595.0
9,0.5033,1.2946,0.3421,8,0.4391,15.3268,1.6229,4,0.0,0.0,1.0,0.0,0.2384,0.6667,0.0851,1.0,0.0,355,9,2600.0
11,0.4195,1.7214,0.4333,10,0.8532,19.6623,1.7809,4,0.0,0.0,1.0,0.0,0.0193,0.6364,0.2672,1.0,0.0,338,9,2605.0
2,2.4271,3.0416,0.6146,1,0.5297,13.7404,1.0952,3,0.0,0.0,1.0,0.0,0.0062,0.0,0.2525,1.0,0.0,335,9,2610.0
6,0.8039,1.7778,0.6269,5,0.6378,15.7319,1.5258,4,0.0,0.0,1.0,0.0,0.0148,0.5,0.2528,1.0,0.0,314,9,2615.0
6,0.3719,0.7909,0.224,5,0.6876,9.6043,1.7428,4,0.0728,0.0,0.9272,0.0728,0.2948,0.5,0.3077,1.0,0.0,371,9,2620.0
1,0.5685,0.5685,0.0,0,0.4092,11.7614,1.238,4,0.1189,0.0,0.8811,0.1189,0.0394,0.0,0.0616,1.0,0.0,370,9,2625.0
0,0.0,0.0,0.0,0,0.3917,5.7279,1.4221,3,0.1351,0.0,0.8649,0.1351,0.0082,0.0,0.0548,1.0,0.0,370,9,2630.0
2,0.1566,0.1965,0.0398,1,0.4995,10.52,1.656,4,0.1345,0.0,0.8655,0.1345,0.1279,0.5,0.0693,1.0,0.0,342,9,2635.0
4,0.1831,0.349,0.0985,3,0.4802,9.7471,1.4,3,0.1254,0.0,0.8746,0.1254,0.0326,0.5,0.0625,1.0,0.0,335,9,2640.0
1,0.334,0.334,0.0,0,0.5826,11.3432,1.9628,6,0.1274,0.0,0.7452,0.1274,0.0475,0.0,0.0933,1.0,0.0,361,9,2645.0
0,0.0,0.0,0.0,0,0.4211,7.2203,1.4056,3,0.1357,0.0,0.8643,0.1357,0.0101,0.0,0.0541,1.0,0.0,361,9,2650.0
0,0.0,0.0,0.0,0,0.4074,6.5874,1.4162,3,0.1319,0.0,0.8681,0.1319,0.0652,0.0,0.0481,1.0,0.0,364,9,2655.0
6,0.7848,2.1564,0.8436,5,0.793,10.0333,1.4658,4,0.0,0.0,1.0,0.0,0.0201,0.3333,0.2542,1.0,0.0,332,9,2660.0
1,4.9849,4.9849,0.0,0,0.4006,6.2575,-0.0,1,0.0,0.0,1.0,0.0,0.1391,0.0,0.0416,1.0,0.0,326,9,2665.0
2,2.4763,3.8451,1.3688,1,0.4454,11.3097,0.7715,2,0.0,0.0,1.0,0.0,0.2068,0.0,0.0808,1.0,0.0,327,9,2670.0
1,4.9566,4.9566,0.0,0,0.4305,8.0101,0.0535,2,0.0,0.0,1.0,0.0,0.0578,0.0,0.0422,1.0,0.0,329,9,2675.0
2,2.4337,3.6172,1.1834,1,0.5273,7.1929,0.1317,2,0.0,0.0,1.0,0.0,0.0103,0.5,0.0517,1.0,0.0,328,9,2680.0
1,4.9837,4.9837,0.0,0,0.6476,15.6319,-0.0,1,0.0,0.0,1.0,0.0,0.1625,0.0,0.0897,1.0,0.0,332,9,2685.0
2,2.4789,4.5239,2.045,1,0.8591,15.0895,0.0299,2,0.0,0.0,1.0,0.0,0.011,0.5,0.1052,1.0,0.0,328,9,2690.0
6,0.7996,2.1295,0.6602,5,0.9305,13.2365,1.0329,4,0.0,0.0,1.0,0.0,0.0007,0.5,0.2129,1.0,0.0,327,9,2695.0
3,1.2546,2.8651,1.1719,2,0.8674,11.7191,1.5487,4,0.0332,0.0,0.9668,0.0332,0.0003,0.0,0.4815,1.0,0.0,331,9,2700.0
3,0.1704,0.237,0.0487,2,1.0014,16.6128,2.8552,22,0.078,0.0215,0.7151,0.0995,0.1907,0.3333,0.2354,1.0,0.0,372,9,2705.0
10,0.3411,0.7543,0.1804,9,1.5592,16.5434,2.5474,15,0.0,0.089,0.6973,0.089,0.0426,0.4,0.4214,1.0,0.0,337,9,2710.0
11,0.2589,0.5803,0.1504,10,1.5123,16.1296,3.3824,21,0.015,0.0,0.6587,0.015,0.2451,0.3636,0.4353,1.0,0.0,334,9,2715.0
12,0.2602,0.5914,0.1456,11,1.3378,16.0757,3.2468,23,0.0084,0.0309,0.5618,0.0393,0.177,0.5,0.3231,1.0,0.0,356,9,2720.0
8,0.5023,1.9158,0.5604,7,1.0174,14.4925,1.3861,6,0.0,0.1554,0.8446,0.1554,0.2587,0.625,0.2187,1.0,0.0,354,9,2725.0
4,1.185,3.0558,1.1123,3,0.8724,13.6325,0.3803,6,0.0,0.0271,0.9699,0.0271,0.0098,0.5,0.1987,1.0,0.0,332,9,2730.0
3,1.635,2.845,1.0231,2,0.9109,17.3838,0.0745,2,0.0,0.0,1.0,0.0,0.0471,0.6667,0.2088,1.0,0.0,331,9,2735.0
3,1.6498,2.1661,0.4787,2,0.5467,7.8961,0.7315,2,0.0,0.0,1.0,0.0,0.0272,0.3333,0.1754,1.0,0.0,332,9,2740.0
1,4.9713,4.9713,0.0,0,0.4171,7.1346,-0.0,1,0.0,0.0,1.0,0.0,0.0267,0.0,0.0537,1.0,0.0,331,9,2745.0
3,1.651,3.0751,1.0902,2,0.4784,8.7878,0.4293,2,0.0,0.0,1.0,0.0,0.1283,0.3333,0.0675,1.0,0.0,330,9,2750.0
3,1.6512,2.5178,0.9737,2,0.3422,5.012,0.3313,2,0.0,0.0,1.0,0.0,0.0056,0.3333,0.0483,1.0,0.0,328,9,2755.0
8,0.5475,2.026,0.6378,7,1.0782,15.3679,0.8903,10,0.0,0.0427,0.9031,0.0427,0.0297,0.75,0.4142,1.0,0.0,351,9,2760.0
7,0.51,1.9432,0.6014,6,2.7252,22.6822,1.9126,10,0.0,0.0449,0.8483,0.0449,0.0975,0.5714,0.421,1.0,0.0,178,9,2765.0
15,0.2307,0.6382,0.1332,14,1.5446,16.2131,3.1451,23,0.0146,0.0109,0.8832,0.0255,0.0764,0.5333,0.3808,1.0,0.0,274,9,2770.0
9,0.323,0.6247,0.1207,8,1.1986,16.2024,3.421,24,0.0055,0.0,0.7452,0.0055,0.0336,0.4444,0.4216,1.0,0.0,365,9,2775.0
6,0.6989,1.4421,0.467,5,0.8588,10.6987,1.8724,6,0.0,0.0388,0.892,0.0388,0.0319,0.3333,0.2991,1.0,0.0,361,9,2780.0
